State,County,Avg Commute
ME,Piscataquis,24.1
ME,Sagadahoc,22.4
ME,Somerset,24.8
ME,Waldo,26
ME,Washington,19
ME,York,26.5
MD,Allegany,22.2
MD,Anne Arundel,28.8
MD,Baltimore,27.9
MD,Baltimore city,29.2
MD,Calvert,39.6
MD,Caroline,31.6
MD,Carroll,34.4
MD,Cecil,28.9
MD,Charles,41.8
MD,Dorchester,25
MD,Frederick,34.3
MD,Garrett,22.9
MD,Harford,30.9
MD,Howard,30.3
MD,Kent,26.1
MD,Montgomery,33.2
MD,Prince George's,35.5
MD,Queen Anne's,34.4
MD,Somerset,23
MD,St. Mary's,30
MD,Talbot,24.4
MD,Washington,28
MD,Wicomico,22.3
MD,Worcester,22.6
MA,Barnstable,23.9
MA,Berkshire,19.5
MA,Bristol,25.9
MA,Dukes,16
MA,Essex,27.2
MA,Franklin,24.6
MA,Hampden,22
MA,Hampshire,22.8
MA,Middlesex,27.7
MA,Nantucket,10.3
MA,Norfolk,30.4
MA,Plymouth,32.2
MA,Suffolk,28.5
MA,Worcester,27
MI,Alcona,23.9
MI,Alger,18.4
MI,Allegan,23.4
MI,Alpena,16.1
MI,Antrim,22.3
MI,Arenac,28.9
MI,Baraga,15.5
MI,Barry,27.1
MI,Bay,20.9
MI,Benzie,23.1
MI,Berrien,19.1
MI,Branch,21.7
MI,Calhoun,19.6
MI,Cass,25.4
MI,Charlevoix,18.7
MI,Cheboygan,24.3
MI,Chippewa,16
MI,Clare,26.6
MI,Clinton,23.1
MI,Crawford,22.3
MI,Delta,18.6
MI,Dickinson,15
MI,Eaton,22.1
MI,Emmet,18.8
MI,Genesee,25.7
MI,Gladwin,27.6
MI,Gogebic,18.3
MI,Grand Traverse,19.5
MI,Gratiot,22
MI,Hillsdale,25
MI,Houghton,15.7
MI,Huron,20.7
MI,Ingham,20.1
MI,Ionia,26.5
MI,Iosco,21.6
MI,Iron,18.6
MI,Isabella,18
MI,Jackson,23.2
MI,Kalamazoo,19.3
MI,Kalkaska,27.2
MI,Kent,20.5
MI,Keweenaw,19.9
MI,Lake,29.3
MI,Lapeer,34.3
MI,Leelanau,20.4
MI,Lenawee,26.2
MI,Livingston,31.8
MI,Luce,15.5
MI,Mackinac,19.3
MI,Macomb,26.2
MI,Manistee,21
MI,Marquette,17.9
MI,Mason,18.8
MI,Mecosta,23.3
MI,Menominee,20.3
MI,Midland,20.5
MI,Missaukee,22.3
MI,Monroe,24.7
MI,Montcalm,29.8
MI,Montmorency,24.9
MI,Muskegon,20.3
MI,Newaygo,28.4
MI,Oakland,26
MI,Oceana,24.1
MI,Ogemaw,23.5
MI,Ontonagon,21.5
MI,Osceola,23.8
MI,Oscoda,21.7
MI,Otsego,21.6
MI,Ottawa,19.9
MI,Presque Isle,23.1
MI,Roscommon,24.5
MI,Saginaw,21.1
MI,Sanilac,29.8
MI,Schoolcraft,18.6
MI,Shiawassee,28.6
MI,St. Clair,27.7
MI,St. Joseph,22
MI,Tuscola,28.8
MI,Van Buren,24.6
MI,Washtenaw,22.6
MI,Wayne,24.6
MI,Wexford,21.4
MN,Aitkin,24.8
MN,Anoka,27.2
MN,Becker,21.8
MN,Beltrami,18.9
MN,Benton,22.3
MN,Big Stone,18.5
MN,Blue Earth,16.9
MN,Brown,15.1
MN,Carlton,21.9
MN,Carver,25.4
MN,Cass,22.6
MN,Chippewa,15.5
MN,Chisago,31.2
MN,Clay,17.9
MN,Clearwater,24.9
MN,Cook,17
MN,Cottonwood,15.6
MN,Crow Wing,20.5
MN,Dakota,23.8
MN,Dodge,22.2
MN,Douglas,17.9
MN,Faribault,20.6
MN,Fillmore,25.2
MN,Freeborn,18.1
MN,Goodhue,22.5
MN,Grant,20.6
MN,Hennepin,22.3
MN,Houston,20.3
MN,Hubbard,21.3
MN,Isanti,33.3
MN,Itasca,21
MN,Jackson,16.4
MN,Kanabec,32.5
MN,Kandiyohi,17
MN,Kittson,20.2
MN,Koochiching,18
MN,Lac qui Parle,17.3
MN,Lake,20.7
MN,Lake of the Woods,17.9
MN,Le Sueur,24.4
MN,Lincoln,19.8
MN,Lyon,14.5
MN,Mahnomen,20.7
MN,Marshall,23.5
MN,Martin,14.8
MN,McLeod,20.8
MN,Meeker,23.4
MN,Mille Lacs,28
MN,Morrison,25.1
MN,Mower,18.1
MN,Murray,18.3
MN,Nicollet,16
MN,Nobles,15
MN,Norman,21.9
MN,Olmsted,16.7
MN,Otter Tail,19.2
MN,Pennington,15
MN,Pine,27.5
MN,Pipestone,16.2
MN,Polk,17.1
MN,Pope,19
MN,Ramsey,22
MN,Red Lake,23.1
MN,Redwood,16.3
MN,Renville,18.2
MN,Rice,22
MN,Rock,21
MN,Roseau,15.4
MN,Scott,26.3
MN,Sherburne,31
MN,Sibley,24.4
MN,St. Louis,19.4
MN,Stearns,20.5
MN,Steele,17.5
MN,Stevens,11.2
MN,Swift,16.3
MN,Todd,23.7
MN,Traverse,12.3
MN,Wabasha,23.1
MN,Wadena,22.5
MN,Waseca,18.5
MN,Washington,25.4
MN,Watonwan,16.6
MN,Wilkin,18
MN,Winona,16.6
MN,Wright,29.7
MN,Yellow Medicine,18.9
MS,Adams,20.5
MS,Alcorn,19.5
MS,Amite,34.2
MS,Attala,24.5
MS,Benton,36.5
MS,Bolivar,17.5
MS,Calhoun,22.8
MS,Carroll,22.1
MS,Chickasaw,23.8
MS,Choctaw,23.9
MS,Claiborne,23.9
MS,Clarke,32.5
MS,Clay,21.6
MS,Coahoma,20.1
MS,Copiah,25
MS,Covington,29.1
MS,DeSoto,25.5
MS,Forrest,20.7
MS,Franklin,42.8
MS,George,34.4
MS,Greene,32.9
MS,Grenada,20.7
MS,Hancock,28.8
MS,Harrison,22.3
MS,Hinds,21.6
MS,Holmes,30.5
MS,Humphreys,20.5
MS,Issaquena,23.1
MS,Itawamba,23.8
MS,Jackson,24.6
MS,Jasper,27.1
MS,Jefferson,22.8
MS,Jefferson Davis,34.5
MS,Jones,23.3
MS,Kemper,30.6
MS,Lafayette,17.6
MS,Lamar,24.9
MS,Lauderdale,19.2
MS,Lawrence,34.1
MS,Leake,29.9
MS,Lee,18.9
MS,Leflore,15.9
MS,Lincoln,30.5
MS,Lowndes,20
MS,Madison,22.8
MS,Marion,35.7
MS,Marshall,31.8
MS,Monroe,23.5
MS,Montgomery,23.3
MS,Neshoba,23.6
MS,Newton,26.9
MS,Noxubee,27.6
MS,Oktibbeha,17.2
MS,Panola,25.5
MS,Pearl River,34.3
MS,Perry,32.4
MS,Pike,24.1
MS,Pontotoc,25.1
MS,Prentiss,21.5
MS,Quitman,23.9
MS,Rankin,24.1
MS,Scott,23.3
MS,Sharkey,16.9
MS,Simpson,35.2
MS,Smith,32.3
MS,Stone,27.5
MS,Sunflower,16.6
MS,Tallahatchie,25.4
MS,Tate,27.1
MS,Tippah,23.4
MS,Tishomingo,21.7
MS,Tunica,18.3
MS,Union,24.2
MS,Walthall,36.3
MS,Warren,19.3
MS,Washington,18.7
MS,Wayne,32.1
MS,Webster,26.3
MS,Wilkinson,26.8
MS,Winston,24.8
MS,Yalobusha,24.1
MS,Yazoo,26.9
MO,Adair,13.9
MO,Andrew,22.6
MO,Atchison,19.2
MO,Audrain,19.5
MO,Barry,22.2
MO,Barton,21.6
MO,Bates,28
MO,Benton,34.1
MO,Bollinger,33
MO,Boone,17.8
MO,Buchanan,17.4
MO,Butler,16.4
MO,Caldwell,34.4
MO,Callaway,20.2
MO,Camden,21.2
MO,Cape Girardeau,18.4
MO,Carroll,26.7
MO,Carter,31.2
MO,Cass,28.2
MO,Cedar,22.6
MO,Chariton,23.2
MO,Christian,24.1
MO,Clark,24.1
MO,Clay,22.5
MO,Clinton,28.6
MO,Cole,17.9
MO,Cooper,25.4
MO,Crawford,27.9
MO,Dade,25.8
MO,Dallas,27.9
MO,Daviess,30
MO,DeKalb,23.5
MO,Dent,25.4
MO,Douglas,27.6
MO,Dunklin,20.9
MO,Franklin,27.1
MO,Gasconade,27.1
MO,Gentry,22.2
MO,Greene,19.4
MO,Grundy,21.9
MO,Harrison,22.4
MO,Henry,26.5
MO,Hickory,30.7
MO,Holt,23.4
MO,Howard,23.8
MO,Howell,19.2
MO,Iron,26.9
MO,Jackson,22.7
MO,Jasper,17.8
MO,Jefferson,30.2
MO,Johnson,27.1
MO,Knox,23.2
MO,Laclede,21.2
MO,Lafayette,28
MO,Lawrence,20.9
MO,Lewis,23.9
MO,Lincoln,33.3
MO,Linn,19.6
MO,Livingston,17.3
MO,Macon,21.8
MO,Madison,23.8
MO,Maries,28.2
MO,Marion,17.7
MO,McDonald,27.6
MO,Mercer,21.4
MO,Miller,27
MO,Mississippi,19.4
MO,Moniteau,25.9
MO,Monroe,25.7
MO,Montgomery,28.4
MO,Morgan,27.1
MO,New Madrid,18.4
MO,Newton,20.2
MO,Nodaway,15.8
MO,Oregon,27.6
MO,Osage,26.4
MO,Ozark,28.5
MO,Pemiscot,16.4
MO,Perry,22.2
MO,Pettis,21.5
MO,Phelps,17.7
MO,Pike,21
MO,Platte,22.9
MO,Polk,26
MO,Pulaski,20.4
MO,Putnam,20.6
MO,Ralls,23.3
MO,Randolph,20.5
MO,Ray,31.8
MO,Reynolds,26.1
MO,Ripley,22.1
MO,Saline,20.4
MO,Schuyler,26.5
MO,Scotland,22.6
MO,Scott,19.1
MO,Shannon,23.8
MO,Shelby,24.3
MO,St. Charles,25
MO,St. Clair,25.7
MO,St. Francois,26.1
MO,St. Louis,23.2
MO,St. Louis city,24.4
MO,Ste. Genevieve,28.1
MO,Stoddard,21.4
MO,Stone,26.4
MO,Sullivan,18.4
MO,Taney,20.3
MO,Texas,24.4
MO,Vernon,17.3
MO,Warren,29.7
MO,Washington,34.2
MO,Wayne,25.5
MO,Webster,30.3
MO,Worth,22.4
MO,Wright,24.2
MT,Beaverhead,13.7
MT,Big Horn,19
MT,Blaine,13.3
MT,Broadwater,25.6
MT,Carbon,23.3
MT,Carter,13
MT,Cascade,15.9
MT,Chouteau,18.6
MT,Custer,14.3
MT,Daniels,12.5
MT,Dawson,16.6
MT,Deer Lodge,21.5
MT,Fallon,11.3
MT,Fergus,13.8
MT,Flathead,18.2
MT,Gallatin,18.3
MT,Garfield,11.4
MT,Glacier,11.4
MT,Golden Valley,30.7
MT,Granite,22.2
MT,Hill,14
MT,Jefferson,20.1
MT,Judith Basin,18.2
MT,Lake,18.9
MT,Lewis and Clark,17.3
MT,Liberty,18
MT,Lincoln,16.4
MT,Madison,19.4
MT,McCone,16.5
MT,Meagher,17.8
MT,Mineral,19.2
MT,Missoula,17.4
MT,Musselshell,25.2
MT,Park,22
MT,Petroleum,9.9
MT,Phillips,13.7
MT,Pondera,16.2
MT,Powder River,15
MT,Powell,19
MT,Prairie,10.8
MT,Ravalli,23.1
MT,Richland,16.5
MT,Roosevelt,13
MT,Rosebud,12.9
MT,Sanders,23.3
MT,Sheridan,13.6
MT,Silver Bow,16.1
MT,Stillwater,26.5
MT,Sweet Grass,21.3
MT,Teton,19.3
MT,Toole,17.5
MT,Treasure,14.5
MT,Valley,12.3
MT,Wheatland,20.8
MT,Wibaux,12.2
MT,Yellowstone,17.7
NE,Adams,14.4
NE,Antelope,17.8
NE,Arthur,22.3
NE,Banner,25.6
NE,Blaine,21
NE,Boone,18.7
NE,Box Butte,11.7
NE,Boyd,19.2
NE,Brown,12.8
NE,Buffalo,14.7
NE,Burt,22.1
NE,Butler,20.9
NE,Cass,26.1
NE,Cedar,17.5
NE,Chase,10.9
NE,Cherry,13.6
NE,Cheyenne,14.1
NE,Clay,18.4
NE,Colfax,18.8
NE,Cuming,16.3
NE,Custer,16.4
NE,Dakota,16.2
NE,Dawes,13.2
NE,Dawson,14.5
NE,Deuel,21.3
NE,Dixon,21.6
NE,Dodge,17.6
NE,Douglas,18.4
NE,Dundy,14.3
NE,Fillmore,15
NE,Franklin,17.8
NE,Frontier,18.5
NE,Furnas,17.2
NE,Gage,22
NE,Garden,16.6
NE,Garfield,12.8
NE,Gosper,20.6
NE,Grant,15.3
NE,Greeley,18.6
NE,Hall,14.8
NE,Hamilton,17.2
NE,Harlan,18.8
NE,Hayes,19.6
NE,Hitchcock,17.1
NE,Holt,15.7
NE,Hooker,13.9
NE,Howard,22
NE,Jefferson,16
NE,Johnson,23.6
NE,Kearney,18.8
NE,Keith,15.2
NE,Keya Paha,14.3
NE,Kimball,18.7
NE,Knox,16.7
NE,Lancaster,17.9
NE,Lincoln,15.2
NE,Logan,29.4
NE,Loup,28.9
NE,Madison,15
NE,McPherson,25.8
NE,Merrick,21.7
NE,Morrill,18.5
NE,Nance,23.3
NE,Nemaha,16.3
NE,Nuckolls,14.7
NE,Otoe,20.9
NE,Pawnee,20.7
NE,Perkins,17.1
NE,Phelps,12.3
NE,Pierce,18.9
NE,Platte,15.4
NE,Polk,18.5
NE,Red Willow,13.1
NE,Richardson,16.4
NE,Rock,14.3
NE,Saline,18.2
NE,Sarpy,19.9
NE,Saunders,25.3
NE,Scotts Bluff,16
NE,Seward,20
NE,Sheridan,18.2
NE,Sherman,26.9
NE,Sioux,20.3
NE,Stanton,18.7
NE,Thayer,14.3
NE,Thomas,19
NE,Thurston,17
NE,Valley,13.5
NE,Washington,22.5
NE,Wayne,14.7
NE,Webster,15.4
NE,Wheeler,15.4
NE,York,14
NV,Carson City,16.4
NV,Churchill,17.9
NV,Clark,24.3
NV,Douglas,23.2
NV,Elko,26.3
NV,Esmeralda,13.1
NV,Eureka,18.7
NV,Humboldt,28.4
NV,Lander,24.8
NV,Lincoln,29.4
NV,Lyon,26.4
NV,Mineral,10.5
NV,Nye,27.9
NV,Pershing,19.9
NV,Storey,29.2
NV,Washoe,20.8
NV,White Pine,18.4
NH,Belknap,24.4
NH,Carroll,24.6
NH,Cheshire,21.1
NH,Coos,23
NH,Grafton,21.6
NH,Hillsborough,25.9
NH,Merrimack,25.2
NH,Rockingham,28.6
NH,Strafford,24.9
NH,Sullivan,23.8
NJ,Atlantic,23.5
NJ,Bergen,29.6
NJ,Burlington,28.1
NJ,Camden,27
NJ,Cape May,21.8
NJ,Cumberland,24.1
NJ,Essex,31.1
NJ,Gloucester,28
NJ,Hudson,32.8
NJ,Hunterdon,34.1
NJ,Mercer,26.9
NJ,Middlesex,31.7
NJ,Monmouth,33.3
NJ,Morris,29.7
NJ,Ocean,30.7
NJ,Passaic,26.8
NJ,Salem,28.7
NJ,Somerset,31.2
NJ,Sussex,37.9
NJ,Union,27.6
NJ,Warren,35.5
NM,Bernalillo,21.9
NM,Catron,27.9
NM,Chaves,16.5
NM,Cibola,26
NM,Colfax,16.3
NM,Curry,15.3
NM,De Baca,18.5
NM,Dona Ana,18.9
NM,Eddy,17.4
NM,Grant,17.7
NM,Guadalupe,16.2
NM,Harding,18.3
NM,Hidalgo,16.6
NM,Lea,17.6
NM,Lincoln,16.6
NM,Los Alamos,15.9
NM,Luna,17.9
NM,McKinley,22.4
NM,Mora,31.6
NM,Otero,20
NM,Quay,19.3
NM,Rio Arriba,28.5
NM,Roosevelt,14.6
NM,San Juan,24.9
NM,San Miguel,20.9
NM,Sandoval,29
NM,Santa Fe,21.7
NM,Sierra,14
NM,Socorro,18.5
NM,Taos,20
NM,Torrance,33.6
NM,Union,13.7
NM,Valencia,30.1
NY,Albany,19.7
NY,Allegany,21.2
NY,Bronx,41.7
NY,Broome,18.2
NY,Cattaraugus,21.4
NY,Cayuga,20.9
NY,Chautauqua,17.6
NY,Chemung,19.6
NY,Chenango,21.9
NY,Clinton,18.8
NY,Columbia,25.1
NY,Cortland,20.8
NY,Delaware,21.3
NY,Dutchess,29.9
NY,Erie,21
NY,Essex,20.7
NY,Franklin,19
NY,Fulton,22.5
NY,Genesee,21.6
NY,Greene,25
NY,Hamilton,21.7
NY,Herkimer,23.3
NY,Jefferson,18.7
NY,Kings,41.6
NY,Lewis,23.4
NY,Livingston,24.5
NY,Madison,23.4
NY,Monroe,19.1
NY,Montgomery,24.1
NY,Nassau,33.3
NY,New York,30.1
NY,Niagara,20.8
NY,Oneida,19.4
NY,Onondaga,19.1
NY,Ontario,21.8
NY,Orange,33.5
NY,Orleans,24.4
NY,Oswego,24.1
NY,Otsego,21.4
NY,Putnam,37
NY,Queens,42
NY,Rensselaer,22.4
NY,Richmond,42
NY,Rockland,29.8
NY,Saratoga,24.9
NY,Schenectady,21.9
NY,Schoharie,26.7
NY,Schuyler,25.1
NY,Seneca,21.7
NY,St. Lawrence,20.2
NY,Steuben,21.5
NY,Suffolk,30.2
NY,Sullivan,27.1
NY,Tioga,24
NY,Tompkins,18.4
NY,Ulster,26.7
NY,Warren,21.1
NY,Washington,26.6
NY,Wayne,24.4
NY,Westchester,31.7
NY,Wyoming,24.2
NY,Yates,22
NC,Alamance,22
NC,Alexander,24.5
NC,Alleghany,24.6
NC,Anson,23.9
NC,Ashe,25
NC,Avery,23.3
NC,Beaufort,26.8
NC,Bertie,25.7
NC,Bladen,26
NC,Brunswick,24.2
NC,Buncombe,20.7
NC,Burke,21.4
NC,Cabarrus,26.6
NC,Caldwell,22.5
NC,Camden,30.8
NC,Carteret,23.3
NC,Caswell,30.6
NC,Catawba,21
NC,Chatham,26.1
NC,Cherokee,21.6
NC,Chowan,28.5
NC,Clay,23.5
NC,Cleveland,22.6
NC,Columbus,26.8
NC,Craven,20.1
NC,Cumberland,21
NC,Currituck,32
NC,Dare,20.5
NC,Davidson,22.6
NC,Davie,23.9
NC,Duplin,23.8
NC,Durham,21.7
NC,Edgecombe,20.2
NC,Forsyth,20.3
NC,Franklin,32.4
NC,Gaston,24.6
NC,Gates,39.2
NC,Graham,17.8
NC,Granville,27.5
NC,Greene,24.4
NC,Guilford,20.7
NC,Halifax,21.6
NC,Harnett,27.9
NC,Haywood,22.3
NC,Henderson,21
NC,Hertford,23.1
NC,Hoke,25.1
NC,Hyde,25.5
NC,Iredell,24
NC,Jackson,19.7
NC,Johnston,28.2
NC,Jones,28.3
NC,Lee,22.2
NC,Lenoir,22.3
NC,Lincoln,28.8
NC,Macon,21.4
NC,Madison,31.5
NC,Martin,23.5
NC,McDowell,22.6
NC,Mecklenburg,24.7
NC,Mitchell,25.9
NC,Montgomery,25.5
NC,Moore,22.5
NC,Nash,21
NC,New Hanover,19.8
NC,Northampton,26.5
NC,Onslow,22.5
NC,Orange,21.8
NC,Pamlico,25.7
NC,Pasquotank,23.6
NC,Pender,27.8
NC,Perquimans,28.7
NC,Person,29.8
NC,Pitt,19.6
NC,Polk,27
NC,Randolph,22.7
NC,Richmond,19.8
NC,Robeson,23.5
NC,Rockingham,25.6
NC,Rowan,22.7
NC,Rutherford,23.1
NC,Sampson,24.1
NC,Scotland,19.6
NC,Stanly,26.2
NC,Stokes,28.8
NC,Surry,25.3
NC,Swain,17.3
NC,Transylvania,21.5
NC,Tyrrell,30.4
NC,Union,28.6
NC,Vance,23.1
NC,Wake,24.1
NC,Warren,29.3
NC,Washington,25.1
NC,Watauga,18.6
NC,Wayne,21.8
NC,Wilkes,23.6
NC,Wilson,19.5
NC,Yadkin,26.3
NC,Yancey,25.6
ND,Adams,12.8
ND,Barnes,14.6
ND,Benson,16.2
ND,Billings,24.9
ND,Bottineau,18.5
ND,Bowman,12.3
ND,Burke,17.4
ND,Burleigh,16.1
ND,Cass,15.9
ND,Cavalier,12.1
ND,Dickey,13.7
ND,Divide,13.9
ND,Dunn,22.3
ND,Eddy,16.8
ND,Emmons,20.4
ND,Foster,13.2
ND,Golden Valley,18.3
ND,Grand Forks,13.5
ND,Grant,23.1
ND,Griggs,18.9
ND,Hettinger,16.8
ND,Kidder,23.8
ND,LaMoure,16.7
ND,Logan,18.3
ND,McHenry,29.7
ND,McIntosh,11.3
ND,McKenzie,20.4
ND,McLean,22.2
ND,Mercer,15.4
ND,Morton,20.4
ND,Mountrail,16.1
ND,Nelson,21.2
ND,Oliver,20.9
ND,Pembina,16
ND,Pierce,15.4
ND,Ramsey,11
ND,Ransom,18.4
ND,Renville,20.9
ND,Richland,19.2
ND,Rolette,15.4
ND,Sargent,16.9
ND,Sheridan,17.4
ND,Sioux,17.3
ND,Slope,23.5
ND,Stark,16.3
ND,Steele,17.7
ND,Stutsman,13.2
ND,Towner,14.6
ND,Traill,18
ND,Walsh,16.1
ND,Ward,14.6
ND,Wells,12.8
ND,Williams,15
OH,Adams,31.3
OH,Allen,18.9
OH,Ashland,21.8
OH,Ashtabula,24.8
OH,Athens,20.3
OH,Auglaize,18.9
OH,Belmont,24.8
OH,Brown,33.9
OH,Butler,23.1
OH,Carroll,31.6
OH,Champaign,22.8
OH,Clark,21.7
OH,Clermont,27.9
OH,Clinton,25
OH,Columbiana,24
OH,Coshocton,22.9
OH,Crawford,21.5
OH,Cuyahoga,23.5
OH,Darke,23.3
OH,Defiance,19.4
OH,Delaware,25.1
OH,Erie,18.7
OH,Fairfield,26.9
OH,Fayette,23.2
OH,Franklin,21
OH,Fulton,22.5
OH,Gallia,24.8
OH,Geauga,26.9
OH,Greene,19.5
OH,Guernsey,23.8
OH,Hamilton,22.5
OH,Hancock,17.1
OH,Hardin,23.4
OH,Harrison,27.7
OH,Henry,19.6
OH,Highland,27.1
OH,Hocking,31.8
OH,Holmes,22.2
OH,Huron,21.7
OH,Jackson,26
OH,Jefferson,22.4
OH,Knox,25.9
OH,Lake,23.2
OH,Lawrence,23.4
OH,Licking,25.8
OH,Logan,21.5
OH,Lorain,24.1
OH,Lucas,19.8
OH,Madison,23.3
OH,Mahoning,20.9
OH,Marion,19.7
OH,Medina,27.3
OH,Meigs,30.1
OH,Mercer,18.3
OH,Miami,20.7
OH,Monroe,28.9
OH,Montgomery,20.8
OH,Morgan,34.3
OH,Morrow,30.5
OH,Muskingum,23.9
OH,Noble,26.6
OH,Ottawa,22.2
OH,Paulding,21.8
OH,Perry,33.7
OH,Pickaway,27.2
OH,Pike,28.1
OH,Portage,24.2
OH,Preble,24.9
OH,Putnam,22.1
OH,Richland,20.6
OH,Ross,25.7
OH,Sandusky,19.4
OH,Scioto,24.6
OH,Seneca,19.9
OH,Shelby,18
OH,Stark,21.2
OH,Summit,22.4
OH,Trumbull,22.4
OH,Tuscarawas,21
OH,Union,23.8
OH,Van Wert,18.3
OH,Vinton,30.1
OH,Warren,24.4
OH,Washington,22.3
OH,Wayne,19.8
OH,Williams,18.4
OH,Wood,19.6
OH,Wyandot,20.9
OK,Adair,25.2
OK,Alfalfa,18.3
OK,Atoka,22.7
OK,Beaver,17
OK,Beckham,17.2
OK,Blaine,21.8
OK,Bryan,20.7
OK,Caddo,22.3
OK,Canadian,22.3
OK,Carter,18
OK,Cherokee,23
OK,Choctaw,21.9
OK,Cimarron,13.3
OK,Cleveland,21.9
OK,Coal,24.3
OK,Comanche,16.2
OK,Cotton,23.2
OK,Craig,18.5
OK,Creek,23.7
OK,Custer,17.4
OK,Delaware,26.8
OK,Dewey,21.4
OK,Ellis,18.2
OK,Garfield,16.3
OK,Garvin,21.7
OK,Grady,26
OK,Grant,19.8
OK,Greer,16.5
OK,Harmon,17.9
OK,Harper,15.7
OK,Haskell,26.7
OK,Hughes,24.5
OK,Jackson,12.7
OK,Jefferson,23.7
OK,Johnston,23.1
OK,Kay,15.9
OK,Kingfisher,20.1
OK,Kiowa,20.9
OK,Latimer,24.3
OK,Le Flore,20.5
OK,Lincoln,29.3
OK,Logan,27.6
OK,Love,22.5
OK,Major,20.6
OK,Marshall,20.3
OK,Mayes,25.1
OK,McClain,27.5
OK,McCurtain,20.7
OK,McIntosh,25.4
OK,Murray,19.9
OK,Muskogee,20.2
OK,Noble,22.3
OK,Nowata,23.1
OK,Okfuskee,24.8
OK,Oklahoma,19.9
OK,Okmulgee,26.4
OK,Osage,22.2
OK,Ottawa,20.5
OK,Pawnee,27.1
OK,Payne,17.4
OK,Pittsburg,20.4
OK,Pontotoc,17
OK,Pottawatomie,23.7
OK,Pushmataha,24.3
OK,Roger Mills,23.3
OK,Rogers,24.5
OK,Seminole,22.4
OK,Sequoyah,25.3
OK,Stephens,19.4
OK,Texas,15
OK,Tillman,23.1
OK,Tulsa,19.1
OK,Wagoner,25.3
OK,Washington,18
OK,Washita,21
OK,Woods,12.4
OK,Woodward,18.3
OR,Baker,14.8
OR,Benton,17.9
OR,Clackamas,26
OR,Clatsop,17.5
OR,Columbia,31.1
OR,Coos,18.9
OR,Crook,20.6
OR,Curry,14.1
OR,Deschutes,18.6
OR,Douglas,20
OR,Gilliam,16
OR,Grant,16.3
OR,Harney,11.1
OR,Hood River,17.1
OR,Jackson,18.4
OR,Jefferson,21
OR,Josephine,19.4
OR,Klamath,17.1
OR,Lake,11.6
OR,Lane,19.6
OR,Lincoln,18.7
OR,Linn,22.2
OR,Malheur,18.3
OR,Marion,22.6
OR,Morrow,21.8
OR,Multnomah,24.3
OR,Polk,24.1
OR,Sherman,18.2
OR,Tillamook,18.2
OR,Umatilla,16.4
OR,Union,16.1
OR,Wallowa,16.2
OR,Wasco,17.1
OR,Washington,24.1
OR,Wheeler,19.1
OR,Yamhill,24
PA,Adams,27.2
PA,Allegheny,25.2
PA,Armstrong,27.7
PA,Beaver,24.8
PA,Bedford,26.9
PA,Berks,23.6
PA,Blair,19.6
PA,Bradford,22.7
PA,Bucks,28.1
PA,Butler,26.3
PA,Cambria,22.3
PA,Cameron,15.3
PA,Carbon,31.1
PA,Centre,19.3
PA,Chester,27.9
PA,Clarion,21.1
PA,Clearfield,24.2
PA,Clinton,23.6
PA,Columbia,20.9
PA,Crawford,21
PA,Cumberland,21
PA,Dauphin,20.7
PA,Delaware,27.4
PA,Elk,18
PA,Erie,18.6
PA,Fayette,23.8
PA,Forest,27.4
PA,Franklin,23.3
PA,Fulton,31.8
PA,Greene,26.8
PA,Huntingdon,27.8
PA,Indiana,23.1
PA,Jefferson,20.3
PA,Juniata,29.6
PA,Lackawanna,19.7
PA,Lancaster,21.9
PA,Lawrence,21.9
PA,Lebanon,22.5
PA,Lehigh,23.5
PA,Luzerne,21.8
PA,Lycoming,19.3
PA,McKean,18.7
PA,Mercer,20.4
PA,Mifflin,21.2
PA,Monroe,39.6
PA,Montgomery,27.4
PA,Montour,19
PA,Northampton,27.5
PA,Northumberland,23.3
PA,Perry,31.5
PA,Philadelphia,31.5
PA,Pike,42.1
PA,Potter,22.5
PA,Schuylkill,25
PA,Snyder,22.4
PA,Somerset,22.8
PA,Sullivan,27.9
PA,Susquehanna,26.8
PA,Tioga,22.6
PA,Union,19.5
PA,Venango,20.9
PA,Warren,20.4
PA,Washington,25.6
PA,Wayne,26.8
PA,Westmoreland,25.6
PA,Wyoming,24.5
PA,York,26.1
RI,Bristol,25.3
RI,Kent,23.8
RI,Newport,20.5
RI,Providence,22.5
RI,Washington,24.2
SC,Abbeville,25.1
SC,Aiken,24.7
SC,Allendale,25.3
SC,Anderson,22.6
SC,Bamberg,27.6
SC,Barnwell,23.6
SC,Beaufort,20.1
SC,Berkeley,26.3
SC,Calhoun,27.4
SC,Charleston,22.3
SC,Cherokee,22.1
SC,Chester,26.7
SC,Chesterfield,25.1
SC,Clarendon,26.6
SC,Colleton,32.7
SC,Darlington,22.2
SC,Dillon,21.4
SC,Dorchester,27.9
SC,Edgefield,26.2
SC,Fairfield,27.3
SC,Florence,21.6
SC,Georgetown,23.7
SC,Greenville,21.3
SC,Greenwood,20.5
SC,Hampton,30.2
SC,Horry,21
SC,Jasper,29.3
SC,Kershaw,27.6
SC,Lancaster,27.8
SC,Laurens,24
SC,Lee,26.7
SC,Lexington,24.6
SC,Marion,25.7
SC,Marlboro,21.2
SC,McCormick,27
SC,Newberry,24
SC,Oconee,24.9
SC,Orangeburg,22.7
SC,Pickens,22.9
SC,Richland,21.5
SC,Saluda,28.3
SC,Spartanburg,22
SC,Sumter,21.1
