"","County","State","DIST_br","DIST_fu","DIST_ho","DIST_in","DIST_li","DIST_ma","DIST_hi","DIST_sc"
"367","Volusia County","Florida",1604.14557784894,7215.91780969967,7310.77071686378,2590.85145003639,9042.34946335961,42449.2946965111,37731.0032695444,3262.50157518944
"368","Wakulla County","Florida",4087.5536546,13431.1961511429,36089.8937742857,6315.97531308571,34430.89801,142104.713757143,177297.385471429,5509.48411742857
"369","Walton County","Florida",1916.47416596537,42482.2165707317,16199.5605724878,4411.15607195366,75587.0074458537,57950.0498712195,143932.249763415,5645.78618630244
"370","Washington County","Florida",1527.67685647,35705.4057875,17332.561934,6193.40253841667,44847.9894225,49297.153755,161126.568083333,3274.92702455833
"371","Appling County","Georgia",2974.2532293,47962.4492366667,9068.8926909,5175.80068631667,102286.253056667,184276.1339,46696.0903033333,5224.463268795
"372","Atkinson County","Georgia",1143.762379615,46032.4458183333,21592.855025,6261.893647,69957.64265,158463.71565,54728.596355,3988.6721133
"373","Bacon County","Georgia",1009.42405792,42933.53179,9496.258217,7197.3210035,96596.713135,168148.4856,35784.890855,5710.60161175
"374","Baker County","Georgia",2708.36668063333,31904.7270433333,19441.45948,6489.22796603333,65094.4984966667,190531.714533333,151884.076033333,7761.85245233333
"375","Baldwin County","Georgia",1279.83584379231,4400.79098289231,4481.18208118462,3278.89409286923,93807.2467230769,125579.7089,28154.3167492308,1466.59333040769
"376","Banks County","Georgia",1140.52301895222,19775.1290333333,12732.0690117778,7067.27172092222,42652.7382077778,53255.5666644444,59622.58778,1876.44233956667
"377","Barrow County","Georgia",1653.18693485294,17643.1759335294,5744.58094576471,2214.71644203235,22868.7493158824,25950.5705629412,64986.4628217647,2145.34643527059
"378","Bartow County","Georgia",944.509433551892,10705.3732362216,8696.16030005946,3605.81557866946,38290.3693581081,33214.0939405405,33786.7855727027,3064.04190486216
"379","Ben Hill County","Georgia",1990.133445925,42355.29874,7697.7197975,6044.723335,43455.8940675,221461.0624,103101.494075,2976.943542875
"380","Berrien County","Georgia",1092.86575625714,25386.07025,6935.72820588571,3397.82962001429,42501.9749185714,178602.729914286,92393.8971785714,5091.87505845714
"381","Bibb County","Georgia",738.889589117857,4560.83183545,5311.59612232738,1670.67775009143,76663.4805754762,127138.765728571,7432.02440037381,1288.63552939452
"382","Bleckley County","Georgia",3531.8179205,31175.6264975,10830.72642025,4760.77705,111003.7530325,182274.085825,48741.8192675,5177.39453625
"383","Brantley County","Georgia",1337.77744239625,28174.90635375,23257.000453125,4788.03287197625,47306.27756375,121124.4558375,27383.031382125,4719.277924375
"384","Brooks County","Georgia",1396.79603222,27743.718902,11724.3102714,6609.18233576,37790.674758,191154.39858,133482.12938,2623.43035968
"385","Bryan County","Georgia",1285.16852359231,23363.5519146154,21719.1543761538,2284.28274116077,31549.8096284615,161063.331992308,34165.1490723077,2436.94093459231
"386","Bulloch County","Georgia",1478.2004145,16538.24612965,15694.6514008,2742.2722843565,70507.9502215,171481.752015,52615.1833115,2542.71832714
"387","Burke County","Georgia",2428.3576293,35946.0813286667,16248.8073532667,5063.12132008,138144.881006667,165239.234893333,30362.7048873333,2951.31787980667
"388","Butts County","Georgia",2176.84874733333,18631.8748973333,8640.457662,5119.36975305,31507.9207366667,61627.8614283333,13933.858479,4732.37169741667
"389","Calhoun County","Georgia",2699.72655,43396.15649,12075.23687,8356.916258,91280.32356,183912.2731,142995.4793,7552.561987
"390","Camden County","Georgia",981.150766785294,15092.9999381176,22489.9801294118,5094.51934442882,32435.9352705882,76032.0650682353,71110.2354141176,2636.29150078235
"391","Candler County","Georgia",592.918942565,23493.622225,6791.8846465,5679.29512716667,96337.7475866667,196435.544983333,56556.7453233333,3723.328584
"392","Carroll County","Georgia",1510.82677624737,8020.89047044737,6482.95190236842,3071.23883141237,56589.5945544737,62284.7733878947,56264.0082702632,2056.38173398947
"393","Catoosa County","Georgia",762.122133358333,3458.69898905917,8553.96708566667,1801.9619075125,12288.8393426667,115211.66535,12639.86722375,1938.24299154167
"394","Charlton County","Georgia",3035.083261314,25401.985438,15756.7194858,3642.71531624,52264.378068,71307.343348,54727.808084,5050.52278818
"395","Chatham County","Georgia",983.88357728,6366.13872130339,7156.23519252203,1802.70063085407,8616.27830659746,140408.437205085,9460.96301371356,2196.8653562983
"396","Chattahoochee County","Georgia",2119.7141095,18777.733595,23277.556085,1725.016387955,29096.008785,178796.1806,77853.587935,1450.5961686
"397","Chattooga County","Georgia",1519.682024335,7947.729019375,8069.147323,3089.964102225,30092.63539375,91870.96309125,59956.5377325,2784.0528660125
"398","Cherokee County","Georgia",1180.25455386917,9888.54033946667,8688.00719958333,3508.9528801,22073.78507,24093.900920625,23533.6043435,2699.87941104583
"399","Clarke County","Georgia",922.408928919583,3918.27946170833,4528.61902416667,1895.18300459333,5338.70785441667,56049.3224804167,59535.4984225,1396.59387007083
"400","Clay County","Georgia",370.02895225,43757.19295,18888.63895,4522.217283,86930.37234,179170.14685,139693.5954,2998.4701385
"401","Clayton County","Georgia",729.943122039787,2481.60006525532,3087.65206621702,2082.09421574532,3919.63630128957,31451.9441244681,20882.1215040426,1537.60745086383
"402","Clinch County","Georgia",2545.98384256667,40171.8126833333,7413.37642833333,7476.027486,85988.1032166667,136536.9445,53288.8462,5226.62975943333
"403","Cobb County","Georgia",734.009694083947,2906.86011751513,5184.47748880921,2413.91156461224,7983.28901002105,11635.8157247697,8292.55178095,1596.91325028947
"404","Coffee County","Georgia",1470.40394664118,52831.9935223529,11186.4673210588,9881.03190488235,58620.8107105882,188090.210705882,70037.0216817647,4374.16514751765
"405","Colquitt County","Georgia",1234.53767762,32725.0244755,11334.04772785,7225.26001428,34213.038835,217435.49102,141626.72337,2364.37688565
"406","Columbia County","Georgia",1376.37003344091,12263.5345932727,11199.6325527727,3023.31545021818,112205.390772727,119605.264090909,64193.1462404545,1863.43537904545
"407","Cook County","Georgia",1782.59980345714,23874.5955842857,8882.12544828571,8757.17151957143,30083.6137357143,196636.3741,114388.707114286,2575.51190351429
"408","Coweta County","Georgia",1298.96138152069,8375.28800486207,12480.5497028621,2966.24901803724,34025.9876903448,62778.547087931,52551.5922734483,2713.07902266897
"409","Crawford County","Georgia",1304.249888,8924.843325,16409.43995,5290.394138,80100.57912,135884.705,20274.429,4497.021838
"410","Crisp County","Georgia",983.803438914167,19425.7259511667,9531.70865466667,3781.02438428333,56902.1550716667,220136.492266667,89869.8110225,2225.57766261667
"411","Dade County","Georgia",603.365254122,11510.156135,8349.2900884,1853.04264466,15145.2637428,132459.73298,11791.2141528,3170.7755888
"412","Dawson County","Georgia",944.0964773575,17049.47609125,17240.46051875,4645.4162185125,38537.29627875,40140.60004875,26978.01676625,5304.197128625
"413","Decatur County","Georgia",2832.44917933333,10641.4439744167,7876.13550571667,4258.525895825,51632.6752791667,146762.205608333,196238.867933333,2375.90659016917
"414","DeKalb County","Georgia",576.493275274565,2790.39913995,3971.06202190652,2376.79036900728,9182.71092154348,12193.7858333043,14312.8227851413,1005.16509045978
"415","Dodge County","Georgia",2193.8918305,45839.3163375,10895.100785,4803.33231275,88385.8071425,214904.1382,74039.6457825,4634.496814325
"416","Dooly County","Georgia",1446.394764,6756.24889128571,5554.95882842857,3175.79272751429,74766.05523,201675.543042857,71593.4492642857,3292.35502808571
"417","Dougherty County","Georgia",1587.51235659905,4522.57726835238,6606.41521385714,2088.63785011476,58714.754232381,222348.852285714,124526.445661905,2190.27186654286
"418","Douglas County","Georgia",1169.2210669936,4984.03794844,6257.70369656,3285.5399312672,29967.5501252,36437.2628832,30230.0796616,2317.628963364
"419","Early County","Georgia",2162.82792796667,29473.50774,9784.88375233333,5858.25036856667,58874.1755533333,149213.146983333,149104.27785,2908.3076185
"420","Echols County","Georgia",71.46945118,21542.51787,21590.33994,7783.12016,83468.98765,140745.5716,98006.77516,4915.039328
"421","Effingham County","Georgia",1759.12549294364,13357.7804497182,13844.9826637818,4332.98208914091,36126.1086054545,144583.535109091,28066.8840663636,2559.31312144545
"422","Elbert County","Georgia",1305.31267741429,37003.6659857143,11186.7186064286,5602.83589242857,45773.0712728571,50691.2990635714,18659.0375527857,3282.93938592143
"423","Emanuel County","Georgia",841.16411364,41724.803098,10598.3624328,4226.126638,130223.92976,212669.62656,44425.380032,6535.1727902
"424","Evans County","Georgia",659.370729,30397.4229533333,5415.21200933333,4866.47453633333,74006.7821533333,192365.187433333,55329.19894,2912.5996733
"425","Fannin County","Georgia",1062.44020620909,6671.76075472727,11508.0519858182,4677.50747400909,77867.1089636364,96851.7866636364,16356.9350065455,1764.77787545455
"426","Fayette County","Georgia",996.921829845455,13296.931348,8900.23205086364,3078.45625703636,18277.5231931818,51636.0005145455,40650.6512509091,1335.98031189091
"427","Floyd County","Georgia",1180.58271356522,9267.75700195652,7562.44245095652,2193.23921788087,53719.0859865217,63927.1092465217,63646.4779769565,1224.06075451739
"428","Forsyth County","Georgia",1211.00359721103,6052.9908067931,7136.60422737931,3185.53126028276,16638.7698697241,21086.0069193103,39134.0002675862,2870.41266410345
"429","Franklin County","Georgia",1421.09859157,8419.46214056,16157.602355,2727.426294205,50428.828679,55241.75812,52586.553772,3598.44137778
"430","Fulton County","Georgia",499.18724334825,2419.06238140083,4647.17255031283,1573.61561140942,11288.1094226717,17798.3003804808,12014.8584574642,963.347572642917
"431","Gilmer County","Georgia",2000.68220340312,19414.551699375,10157.6860453125,4541.98702649062,65563.78838125,72796.275960625,28323.405629875,3385.40506574375
"432","Glascock County","Georgia",2787.919525,57465.49952,24043.18695,8083.359866,95369.16464,140205.2589,58207.13677,7688.566079
"433","Glynn County","Georgia",961.612964746154,5497.72420653846,7229.98118686923,1547.11727916923,6676.23521861538,105287.046945385,57803.1105030769,2687.68401081538
"434","Gordon County","Georgia",1080.5445402,11036.5178496667,8323.71591411111,3184.92188033333,61365.86599,61692.56722,58979.7143022222,1489.85127026667
"435","Grady County","Georgia",1981.41784562429,23157.4841828571,11535.8669165714,3021.30523503857,24615.7869857143,174200.462371429,186951.662042857,3392.58898028571
"436","Greene County","Georgia",1136.86123490556,45267.4396511111,9843.78821022222,5044.4916567,46156.6718944444,96450.3721988889,25317.7090422222,2219.18351875556
"437","Gwinnett County","Georgia",1078.03454584702,3594.34053490745,6323.23379042766,2542.42177237277,6639.42493416809,7914.89801086809,38176.7099088298,2534.98146305638
"438","Habersham County","Georgia",1378.02136249167,20569.7644433333,8467.98576291667,2981.27052760333,67377.2209291667,66173.77198,40398.1654575,1547.27588679167
"439","Hall County","Georgia",1368.24274278477,8225.62205420454,9018.32191311591,3639.87834367523,29710.2980398636,28631.1144817273,48447.1684715909,1880.61245801818
"440","Hancock County","Georgia",1636.1746815,35099.90138,7949.57133,3174.0759009,76970.560025,125183.08635,28642.2047225,3400.40998665
"441","Haralson County","Georgia",1169.00057579167,7066.58051616667,10075.0989104167,2521.74134090583,65348.0709133333,67281.9163533333,62260.5457525,2519.39428453333
"442","Harris County","Georgia",1510.01766985,15205.3830508333,18040.602935,2806.6265013,40744.6992733333,125031.725766667,69348.6770566667,4213.02037233333
"443","Hart County","Georgia",2062.55882833333,25527.4252988889,5809.23675922222,4812.55440268889,56172.87574,34755.1320744444,28169.82186,2773.26124732222
"444","Heard County","Georgia",2602.26396783333,20678.5183883333,9587.24414966667,5671.19615558333,71283.9530433333,96592.8827316667,88696.3242433333,2440.05571838333
"445","Henry County","Georgia",1208.8376022493,7252.32815347907,10513.8434459744,3587.82596955884,17694.8290587209,46963.6319572093,28285.2968081395,1944.28153775116
"446","Houston County","Georgia",1230.18736207333,3306.3415830163,5767.90972988889,1801.45886241074,98908.8941040741,155304.61622963,32146.8717551852,1562.80233399259
"447","Irwin County","Georgia",1991.58701684,33090.638262,11505.4775156,8051.5766257,34085.205666,216873.25554,103426.960348,6980.783088
"448","Jackson County","Georgia",853.0869201528,19182.23166776,8191.30650636,4218.832660932,25291.17870504,36587.7176076,66725.5016032,2290.65631424
"449","Jasper County","Georgia",1056.709137075,39560.4905175,9582.3101205,9333.0936015,60410.7750775,80244.083465,22504.3501825,4538.18486575
"450","Jeff Davis County","Georgia",1386.712739816,47017.634297,8337.9053569,7464.42397602,96126.116611,200101.9886,67617.754284,4887.7151783
"451","Jefferson County","Georgia",1189.86600022,56407.373848,7731.177544,3198.5270127,135974.04792,173874.66038,36549.522088,2270.11795804
"452","Jenkins County","Georgia",1189.52197653333,45967.3525333333,2022.05870396667,1777.71879373333,117939.386333333,180926.115,11996.4743143333,993.496375
"453","Johnson County","Georgia",1822.6974809,34137.5212475,22277.63729,5406.28113975,144862.4188,188140.6432,34833.3726575,6131.29014625
"454","Jones County","Georgia",2678.660408,16726.0434134444,15064.0626277778,5077.97937633333,79431.5518466667,119752.238877778,8744.4482557,3573.66372366667
"455","Lamar County","Georgia",1448.77818322111,15656.0914106667,15244.9905275556,5612.777481,22395.3883677778,82648.7744577778,22956.3390577778,1848.13545426667
"456","Lanier County","Georgia",3012.453072,13753.25002,5321.347015,4984.928473,66712.78631,154980.8626,85602.21313,4726.823193
"457","Laurens County","Georgia",1521.02378347368,11450.4914695263,11258.2974346632,3860.63427561158,128054.670347368,196507.280568421,41649.4704221053,2557.31938404211
"458","Lee County","Georgia",1837.03989968333,15055.6909151667,10868.1897260833,4375.32125538333,67997.2941716667,224293.687766667,106378.737896667,4531.5535615
"459","Liberty County","Georgia",1498.51468163429,19863.3986035714,32713.48637,3948.11702568286,37366.7060678571,168392.492442857,36373.8772414286,4360.80014464286
"460","Long County","Georgia",1698.15157201667,19447.7752158333,24314.4944933333,5685.74827086667,62730.9958633333,168292.397933333,16181.3777673333,3518.92893095
"461","Lowndes County","Georgia",1544.33170644393,6972.15818236071,8854.47309682143,4183.71619407679,63988.8488992857,163535.138571429,108532.7178675,2990.82107105
"462","Lumpkin County","Georgia",1687.33372676154,20182.7604899231,9252.65687084615,4401.91307812308,55139.6587115385,54488.2266430769,18094.9088713846,2432.22087538462
"463","Macon County","Georgia",1284.642922608,23385.087029,6929.15444442,6203.213336,88570.194924,173297.29392,41880.214076,7240.93903688
"464","Madison County","Georgia",1078.02579456,16642.452794,14337.7150788,4971.9381642,21424.108144,63581.647454,47856.19056,3571.1951966
"465","Marion County","Georgia",2100.96399006,31020.888576,14749.4017046,5852.20932514,45856.537948,162007.25378,52119.797316,8824.9162594
"466","McDuffie County","Georgia",2007.27851979692,34784.9964530769,11981.0978908462,5789.68981907692,100606.299586154,127606.445746154,65780.2100784615,2806.14077461538
"467","McIntosh County","Georgia",1450.0725813,22926.3230175,33479.7903025,7527.99903875,36533.1982625,140027.517025,44138.7689,6550.82926125
"468","Meriwether County","Georgia",816.43723116,15785.8461134,7947.0044862,3168.71314426,51192.293512,106799.601926,58262.604982,1940.9155907
"469","Miller County","Georgia",4504.86848566667,14007.5071283333,11826.7240973333,8412.81783733333,60554.29229,147383.4941,173006.5095,4957.045358
"470","Mitchell County","Georgia",2016.561813875,34358.76620125,12000.736168,2960.51894368625,47024.0665225,198047.8948,160905.5826125,7315.29885945
"471","Monroe County","Georgia",910.026859168,22314.262785,12151.2932082,3915.58141598,48794.481498,100323.155208,13270.2690051,2679.71530165
"472","Montgomery County","Georgia",1439.0165043,19723.403115,19323.2063525,4040.53006975,120778.8414,226651.6502,77976.567315,7809.459031
"473","Morgan County","Georgia",1133.379707706,30800.108712,9301.66522582,5163.26612487,45569.332801,69674.279137,22794.6742754,2813.7998639
"474","Murray County","Georgia",1002.16885292222,15270.6569244444,9484.49870755556,1790.28865475889,44404.2632744444,88856.6515755556,45443.9325066667,1311.64549216667
"475","Muscogee County","Georgia",540.4887669364,3341.822331872,3623.90743904,1414.3704722044,6767.66895344,161788.937064,82676.3643736,837.07950228
"476","Newton County","Georgia",1042.01511103548,12030.9605660968,7920.35249164516,4029.0792085871,39604.0771841935,45770.0582316129,37373.0485841936,3065.64255141613
"477","Oconee County","Georgia",787.5114683,2156.83526755,4841.1814115,624.12651175,5910.747173,48826.744125,59032.62467,1569.84027335
"478","Oglethorpe County","Georgia",2606.50537652857,25097.5258014286,24484.18897,6599.02529414286,21618.3817328571,79273.4459585714,45080.2255657143,4096.86169957143
"479","Paulding County","Georgia",1736.59549171111,13744.7127292222,7616.0080985,4353.86598798333,26940.3018116667,27662.5017716667,23380.9052172222,3997.74599166667
"480","Peach County","Georgia",1390.90726956667,10182.2397436667,6481.93469526667,2066.04645237167,89134.7912066667,147785.593583333,24752.552165,2287.09357551667
"481","Pickens County","Georgia",1153.36553488125,7678.797325375,10353.05388,3848.45034393437,47257.839310625,52291.99963875,30369.44487,2613.27181755625
"482","Pierce County","Georgia",1829.51512928,18790.9427956,8189.0207245,5712.4823623,72074.288251,134750.45374,8535.295947,3151.0682625
"483","Pike County","Georgia",1578.54853148333,16202.6157016667,15294.8503545,6793.68136866667,17252.6221766667,77698.3807816667,44997.4457716667,4066.88062283333
"484","Polk County","Georgia",1400.02628186429,11773.4848435714,7157.95537104214,4630.24129127143,57551.9105907143,58932.0900971429,56274.4629942857,2712.50885669286
"485","Pulaski County","Georgia",1587.19151198333,32495.6700733333,6746.401225,4262.539314,92990.3882866667,190705.1457,64470.3741933333,3462.238625
"486","Putnam County","Georgia",1757.30520067143,27183.4541842857,5385.97682342857,3429.02627867143,68253.4037042857,99396.8393585714,9258.75171625714,2186.12998228571
"487","Rabun County","Georgia",809.86900336,6448.7828972,5864.6627525,3487.25556734,99270.455836,74770.222538,20547.809642,1557.76064004
"488","Randolph County","Georgia",2091.8923774,41714.213635,6125.8795141,4915.54308795,82115.839705,203886.5532,117045.40385,3264.3063345
"489","Richmond County","Georgia",1200.84209834909,8599.39185368636,4945.65776169091,1912.72463123159,133272.856109091,140116.318363636,52828.2807545455,1562.91989825227
"490","Rockdale County","Georgia",772.846688839167,5113.78278158333,6037.1292647,4060.11888308333,28507.3514275,31740.1945425,36219.1443966667,1323.96530179167
"491","Screven County","Georgia",1856.93547535,23743.81707,15482.978945,5451.286718,81886.152055,156004.3111,41759.117745,3558.730697
"492","Seminole County","Georgia",2407.796331,3544.67434693333,3441.42794533333,3355.5489074,47753.1021866667,129242.962133333,167037.6551,2636.2877983
"493","Spalding County","Georgia",1205.42793370722,6866.55950219444,8436.669229,4528.83673965778,8224.35647033333,65246.51338,33625.2803966667,3255.43698004444
"494","Stephens County","Georgia",1548.3513635,19284.9447614286,9381.55652771429,2880.77516669714,67915.64149,54971.4218657143,53935.8896628571,2132.63556282857
"495","Stewart County","Georgia",2553.146338,35900.0698166667,9527.529812,4152.18282713333,51258.4624766667,202468.967966667,92262.29911,2707.813443
"496","Sumter County","Georgia",1569.07398358571,10756.7325664286,5365.45153508571,3269.87151391,82623.95795,202496.603471429,73507.5356114286,1073.7041821
"497","Talbot County","Georgia",1346.14496934286,15791.8112441429,17370.2399064286,1609.72791980857,49338.6238685714,125933.130485714,48510.3630628571,4923.25668885714
"498","Taliaferro County","Georgia",1245.16112145,55203.99172,13698.056765,4069.9595435,56794.582155,111914.2745,34234.50623,2725.006018
"499","Tattnall County","Georgia",1838.57959391429,30176.6446114286,19393.96168,4299.33324157143,83206.2744528571,199087.957871429,47636.8378471429,2429.1383248
"500","Taylor County","Georgia",957.8094116,22280.12395,16307.60423,122.0488313,62668.71641,126626.3047,14466.86062,4585.01574
"501","Telfair County","Georgia",1469.185971,57500.12968,17321.60019,408.3640444,77112.98311,232745.6134,89694.81066,287.3899837
"502","Terrell County","Georgia",2201.4480667,35346.6133566667,9814.96445666667,5708.56561413333,84914.3933933333,219887.996433333,100002.259206667,2914.79909
"503","Thomas County","Georgia",1056.58042012857,9761.30944585714,9538.4972585,4872.93185885714,9624.78953285714,200686.837085714,165195.750742857,2445.8815347
"504","Tift County","Georgia",990.8317193575,6769.1984245625,7645.85747425,5417.32729942312,7997.0361195,217115.24149375,118938.907225,3930.57609029375
"505","Toombs County","Georgia",1567.10943651455,10541.1016334545,9008.22288436364,3358.26150524545,115366.434490909,222983.657118182,72919.6856727273,4120.25081034545
"506","Towns County","Georgia",3449.5299555,15800.71144,11954.6206745,4700.7086675,89925.90189,88967.12949,18569.53341,7703.1590165
"507","Treutlen County","Georgia",915.582371633333,26266.9713216667,25340.211035,2601.15198333333,134938.507233333,224230.536816667,65714.560735,5445.82581216667
"508","Troup County","Georgia",864.668352594545,6584.09373668182,6578.68615488636,2508.93563309091,50236.0466313636,111391.597949545,93700.5200727273,1770.23637278182
"509","Turner County","Georgia",899.2549719,30356.08948,26042.347245,3989.129857,33511.7894075,240520.986375,112844.51105,3128.20673525
"510","Twiggs County","Georgia",369.8616718,17593.08599,19739.4601966667,8593.01893933333,101205.941436667,148903.235033333,20309.8907766667,2286.94671233333
"511","Union County","Georgia",1459.03004780111,9124.79005611111,12536.6446106667,6179.89026733333,87362.5206044444,88827.8332888889,8533.61273197778,1830.99144525111
"512","Upson County","Georgia",1482.02250926,11322.5117226,7754.767755,4791.96918609,39651.40954,102785.067679,38573.067717,768.490175233
"513","Walker County","Georgia",1350.15215983143,6564.45776521429,13613.38783245,2704.32815670714,20740.9935895714,111897.831452857,22583.3861986429,1725.84319617143
"514","Walton County","Georgia",1272.8800715715,7714.7931912,9918.50679555,4583.2403162955,27976.276446,32951.512107,53007.1557535,3445.671647015
"515","Ware County","Georgia",1082.99310697905,11783.9272902667,10296.5683127571,4777.84397235238,86894.3968804762,132329.96937619,21481.5066085714,5142.2511597
"516","Warren County","Georgia",2134.748777,57575.8169866667,16331.23419,4760.53660966667,79166.1331366667,123819.976933333,52031.7664333333,6385.07975666667
"517","Washington County","Georgia",2539.03589558571,38331.4936958571,10091.5488378571,3944.75536924,117908.946214286,162294.049528571,32357.9561628571,3177.07000047143
"518","Wayne County","Georgia",1546.9311971,35915.9792573077,12107.0437946615,6871.79090388462,62098.9352230769,155892.888738462,15277.3519234615,2412.94669475385
"519","Wheeler County","Georgia",305.198692256667,31206.7197633333,18638.821668,3057.48881466667,109723.533373333,234161.267166667,82689.3699933333,4630.23859733333
"520","White County","Georgia",1035.654772973,11201.068695,19752.74656,3427.395986322,68148.931014,67110.756936,21685.396479,3009.8132461
"521","Whitfield County","Georgia",1036.06996928563,3306.05893694375,7136.6713495,2951.8562478,34543.642510625,95420.49846625,34158.220069625,2354.3151269625
"522","Wilcox County","Georgia",1677.854736546,30457.443168,26964.435766,8268.2534032,62614.901954,218224.89338,93240.247456,7448.6914628
"523","Wilkes County","Georgia",2471.55094574,53384.122682,11576.5370738,5293.94547486,55968.315846,92986.26335,48748.143718,7262.1159919
"524","Wilkinson County","Georgia",2421.85924573333,24124.0253816667,23192.2113416667,4879.10338771833,118494.179243333,156728.332116667,17054.4876668333,3679.97171903333
"525","Worth County","Georgia",1363.84891898267,19623.0609498667,12117.1092284667,5865.80220341933,38314.2173033333,237393.829893333,125048.707423333,1687.15035582
"526","Hawaii County","Hawaii",8468.88971889468,21782.4596099489,19260.1615416511,6115.14871858936,3768748.23287234,311121.120885106,3737150.86012766,4480.51348755106
"527","Honolulu County","Hawaii",669.911119365514,3134.17459910009,4471.79303323589,1852.69067584299,3844896.76582243,16785.8473800813,3795624.4098972,987.255237318505
"528","Kauai County","Hawaii",983.32352352,7787.15303300667,8672.8437618,4893.84263431333,3928328.8964,186155.8805,3870404.63786667,2663.016991
"529","Maui County","Hawaii",1795.75458536862,4666.24419997586,8556.78425206896,2488.79817280345,3761494.56855172,150477.09359931,3720278.02951724,2672.55685899483
"530","Ada County","Idaho",662.981195195,5452.87046394583,6032.97368869167,2612.12861395583,453100.973979167,371173.266325,209211.8108,2127.24670062917
"531","Adams County","Idaho",1754.6303319,30066.9967225,109596.4763025,7363.425402325,317191.58695,271637.399175,101960.29052,2908.66683245
"532","Bannock County","Idaho",1676.64756841429,11488.1610677357,13049.4993735286,4594.58737686571,648423.770242857,121756.125600714,119483.915308571,3431.23713743571
"533","Bear Lake County","Idaho",7979.1011445,22435.719475,34518.95606,12391.4050095,560356.66015,53811.660885,107043.0225,10789.674258
"534","Benewah County","Idaho",3063.21163175,52664.268215,42293.9404025,11740.65117225,78726.8214525,224754.526075,86442.8352675,8917.596572
"535","Bingham County","Idaho",1178.80292524667,20369.1222963333,14999.55490675,10609.27286813,631201.896883333,163804.256391667,106245.3643225,4409.36458215833
"536","Blaine County","Idaho",7870.02398433333,26131.67678,36109.5407,11122.391553,527694.6509,272046.68325,44524.9133368333,11361.0483111667
"537","Boise County","Idaho",6036.99390374125,36253.21001,35796.955365,27179.396717625,447358.0946125,379145.3972125,177182.438075,13760.929603125
"538","Bonner County","Idaho",3095.33231637071,20449.0152403857,20877.6092142857,7503.79142785,75991.04947,290681.807507143,94191.9333121428,3590.90684788571
"539","Bonneville County","Idaho",1357.8716948625,7324.98705099375,8320.2316431375,3263.16233495625,620336.36185625,195623.490275,142320.639875,1554.42703188125
"540","Boundary County","Idaho",1779.703202775,50342.0911825,13845.08562475,13543.30569275,135982.9487,351289.958625,153763.086125,2559.93397975
"541","Butte County","Idaho",10.23128596,3685.907028,34152.71389,1824.165065,576533.5673,214629.1937,66743.83668,31800.54814
"542","Canyon County","Idaho",1020.5347482736,8104.351352896,15009.12923604,3455.1496229028,436402.792976,350832.238404,236394.7422,2045.643763716
"543","Caribou County","Idaho",3979.727679,21186.87974725,52106.9257875,18340.4773485,592064.535825,115864.6176,151282.997025,10803.07142775
"544","Cassia County","Idaho",5880.04828399,33691.8937939,27293.8541943,17004.77521728,652930.57162,171630.44657,104226.991095,14239.8589784
"545","Clark County","Idaho",2028.503240705,82940.548985,75193.15568,34994.931335,539449.453625,302276.9553,175584.84945,14901.3839275
"546","Clearwater County","Idaho",2059.56339616667,57166.7607666667,4776.11632733333,10274.4238043333,156198.7478,232909.83,75003.4521666667,4076.4536015
"547","Custer County","Idaho",6335.9637204,72913.40099,83165.6057625,28479.8119725,434500.88895,353982.7674,125732.997815,15222.18984275
"548","Elmore County","Idaho",3290.33827034286,33254.3244514286,25895.4638595714,9654.43707451429,523190.008171429,342544.949578571,154863.772542857,11129.5646098929
"549","Franklin County","Idaho",3145.222676,1360.33549625,1242.50960235,448.03406985,590996.01505,38864.82385,76849.621375,1067.3845093
"550","Fremont County","Idaho",2851.27556365,44378.88456125,32433.000985,13755.230358125,602929.8553125,263802.3011875,195215.7953625,11330.568720625
"551","Gooding County","Idaho",1466.24144764,30841.205226,28559.502478,5950.3397896,567762.89236,271826.84712,101985.273474,3640.07261126
"552","Idaho County","Idaho",3844.13157312538,78393.6072476923,63357.861,28773.357125,212732.561684615,264715.755653846,58193.0510338462,12448.8082835231
"553","Jefferson County","Idaho",982.540020823333,34038.8364933333,29413.2640433333,4907.00304833333,591523.6667,230469.160066667,139529.310733333,4556.9174579
"554","Jerome County","Idaho",644.527344072727,14292.9742004727,11987.3576788182,3913.43535680909,605878.511336364,226092.594036364,95933.6254872727,5617.92070927273
"555","Kootenai County","Idaho",2902.30677226636,14501.5615417727,14127.9643296,5039.09964426818,43748.2242354545,250435.042613636,63638.5640968182,3174.98576960682
"556","Latah County","Idaho",2476.33082747857,16996.6170319286,15374.3062483571,5506.94482469286,104889.043092857,189359.644664286,100648.604807857,5392.03864042143
"557","Lemhi County","Idaho",2621.77149225,26611.6710025,89168.90695,18582.6940675,374715.428025,414077.28715,187594.705075,16578.5958645
"558","Lewis County","Idaho",2785.537698275,49249.3108025,32775.799505,5518.6839215,173072.3765,219396.556975,52101.8148225,3398.42410675
"559","Lincoln County","Idaho",432.649770133333,46141.4381066667,51874.3829633333,22446.5532633333,562466.848333333,244669.555566667,48611.0948066667,9831.65508666667
"560","Madison County","Idaho",1252.49339266,38769.917168,12251.6304238,7101.042494078,607493.38268,234058.60606,166617.29252,5605.170598
